transaction_id,transaction_date,transaction_datetime,customer_id,customer_segment,product_id,product_category,region,sales_channel,quantity,unit_price,discount_percent,total_amount
TXN_00491782_DUP,2023-11-29,2023-11-29 07:09:00,CUST_039315,Standard,PROD_0331,Sports & Outdoors,West,Online,3,374.81,0.0,1124.43
TXN_00316277,2023-04-08,2023-04-08 07:05:00,CUST_005636,Premium,PROD_0326,Sports & Outdoors,Central,Mobile App,3,236.06,0.0,708.18
TXN_00668998,2024-08-22,2024-08-22 15:09:00,CUST_014819,Budget,PROD_0233,Home & Garden,East,Phone Orders,1,418.49,0.0,418.49
TXN_00567705,2024-03-22,2024-03-22 09:57:00,CUST_032431,Premium,PROD_0290,Home & Garden,East,Mobile App,1,104.27,0.0,104.27
TXN_00675388,2024-09-02,2024-09-02 21:13:00,CUST_040819,Standard,PROD_0255,Home & Garden,West,Phone Orders,-1,362.8,0.0,362.8
TXN_00423635,2023-09-17,2023-09-17 09:33:00,CUST_007064,Budget,PROD_0157,Clothing,West,Mobile App,7,158.65,0.0,1110.55
TXN_00158241,2022-09-15,2022-09-15 20:10:00,CUST_014086,Standard,PROD_0358,Sports & Outdoors,East,Online,1,493.12,0.0,493.12
TXN_00157846,2022-09-14,2022-09-14 20:04:00,CUST_047035,Budget,PROD_0239,Home & Garden,East,Online,2,171.29,7.3,342.57
TXN_00393926,2023-08-04,2023-08-04 14:46:00,CUST_024133,Standard,PROD_0471,Books & Media,North,Retail Store,1,54.95,0.0,54.95
TXN_00005456,2022-01-14,2022-01-14 11:18:00,CUST_028026,Standard,PROD_0394,Sports & Outdoors,South,Phone Orders,1,497.35,0.0,497.35
TXN_00263594,2022-12-29,2022-12-29 09:15:00,CUST_030392,Standard,PROD_0079,Electronics,South,Retail Store,7,1542.8,0.0,10799.6
TXN_00748585,2024-11-22,2024-11-22 11:13:00,CUST_042216,Budget,PROD_0339,Sports & Outdoors,South,Retail Store,1,627.47,0.0,627.47
TXN_00212167,2022-11-16,2022-11-16 09:05:00,CUST_044140,Standard,PROD_0426,Books & Media,South,Online,3,66.53,0.0,199.59
TXN_00404192,2023-08-20,2023-08-20 17:34:00,CUST_022685,Standard,PROD_0252,Home & Garden,Central,Phone Orders,3,56.8,0.0,170.4
TXN_00705161,2024-10-10,2024-10-10 13:29:00,CUST_008092,Standard,PROD_0188,Clothing,North,Retail Store,1,232.61,0.0,232.61
TXN_00035413,2022-03-18,2022-03-18 12:55:00,CUST_032716,Standard,PROD_0494,Books & Media,West,Online,1,66.11,0.0,66.11
TXN_00405789,2023-08-23,2023-08-23 22:53:00,CUST_033993,Standard,PROD_0494,Books & Media,South,Phone Orders,1,61.46,7.0,61.46
TXN_00037661,2022-03-21,2022-03-21 13:46:00,CUST_011339,Standard,PROD_0077,Electronics,Central,Online,1,1203.16,0.0,1203.16
TXN_00326371,2023-04-23,2023-04-23 13:26:00,CUST_002311,Budget,PROD_0311,Sports & Outdoors,Central,Retail Store,1,324.33,15.0,324.33
TXN_00269624,2023-01-10,2023-01-10 16:05:00,CUST_049230,Standard,PROD_0026,Electronics,South,Retail Store,1,531.37,0.0,531.37
TXN_00539136,2024-01-27,2024-01-27 13:26:00,CUST_022154,Standard,PROD_0431,Books & Media,East,Retail Store,1,38.78,0.0,38.78
TXN_00392966,2023-08-03,2023-08-03 20:29:00,CUST_009425,Standard,PROD_0053,Electronics,North,Retail Store,1,819.14,0.0,819.14
TXN_00244390,2022-12-13,2022-12-13 17:21:00,CUST_035238,Premium,PROD_0227,Home & Garden,Central,Mobile App,1,52.0,0.0,52.0
TXN_00720321,2024-10-29,2024-10-29 20:04:00,CUST_032499,Standard,PROD_0377,Sports & Outdoors,East,Online,1,637.21,13.4,637.21
TXN_00328348,2023-04-26,2023-04-26 22:02:00,CUST_024518,Premium,PROD_0267,Home & Garden,North,Retail Store,1,181.79,0.0,181.79
TXN_00402030,2023-08-17,2023-08-17 08:18:00,CUST_043320,Standard,PROD_0426,Books & Media,Central,Phone Orders,1,66.53,0.0,2551.4024184023046
TXN_00120345,2022-07-20,2022-07-20 13:34:00,CUST_024388,Standard,PROD_0143,Clothing,West,Online,1,266.61,0.0,266.61
TXN_00282526,2023-02-14,2023-02-14 09:02:00,CUST_024761,Budget,PROD_0400,Sports & Outdoors,North,Mobile App,1,797.95,0.0,797.95
TXN_00331056,2023-04-29,2023-04-29 09:39:00,CUST_021953,Budget,PROD_0132,Clothing,West,Mobile App,1,109.38,0.0,109.38
TXN_00206894,2022-11-11,2022-11-11 14:06:00,CUST_025150,Standard,PROD_0407,Books & Media,Central,Retail Store,1,11.77,0.0,11.77
TXN_00032101,2022-03-13,2022-03-13 15:47:00,CUST_025329,Budget,PROD_0294,Home & Garden,East,Phone Orders,2,416.91,0.0,833.82
TXN_00560154,2024-03-13,2024-03-13 20:49:00,CUST_009216,Standard,PROD_0065,Electronics,East,Online,3,1185.14,0.0,3555.42
TXN_00261413,2022-12-28,2022-12-28 13:18:00,CUST_017619,Standard,PROD_0276,Home & Garden,East,Retail Store,3,387.78,0.0,1163.34
TXN_00727939,2024-11-05,2024-11-05 07:22:00,CUST_015816,Standard,PROD_0433,Books & Media,Central,Online,1,58.08,0.0,58.08
TXN_00014195,2022-02-06,2022-02-06 22:13:00,CUST_037534,Premium,PROD_0032,Electronics,Central,Phone Orders,2,653.66,0.0,1307.32
TXN_00310505,2023-03-30,2023-03-30 22:29:00,CUST_045758,Budget,PROD_0042,Electronics,West,Retail Store,1,787.09,0.0,787.09
TXN_00085261,2022-05-26,2022-05-26 18:08:00,CUST_009734,Standard,PROD_0076,Electronics,South,Mobile App,1,1188.29,0.0,1188.29
TXN_00391772,2023-08-01,2023-08-01 15:34:00,CUST_039064,Standard,PROD_0252,Home & Garden,East,Online,1,56.8,0.0,56.8
TXN_00289000,2023-03-01,2023-03-01 20:12:00,CUST_001591,Budget,PROD_0345,Sports & Outdoors,West,Phone Orders,1,376.63,0.0,376.63
TXN_00648443,2024-07-22,2024-07-22 20:53:00,CUST_040914,Standard,PROD_0343,Sports & Outdoors,South,Mobile App,2,29.07,0.0,58.14
TXN_00617194,2024-06-03,2024-06-03 14:01:00,CUST_018542,Premium,PROD_0126,Clothing,West,Phone Orders,1,304.76,0.0,304.76
TXN_00675320,2024-09-02,2024-09-02 19:57:00,CUST_010095,Standard,PROD_0290,Home & Garden,South,Phone Orders,1,92.08,11.7,92.08
TXN_00686838,2024-09-17,2024-09-17 09:42:00,CUST_039167,Standard,PROD_0165,Clothing,West,Phone Orders,1,178.63,0.0,178.63
TXN_00729990,2024-11-07,2024-11-07 06:13:00,CUST_018685,Standard,PROD_0053,Electronics,West,Mobile App,1,819.14,0.0,819.14
TXN_00171311,2022-10-02,2022-10-02 09:00:00,CUST_038676,Standard,PROD_0208,Home & Garden,West,Mobile App,1,179.05,0.0,179.05
TXN_00287878,2023-02-27,2023-02-27 15:57:00,CUST_016464,Standard,PROD_0283,Home & Garden,East,Online,3,60.5,0.0,181.5
TXN_00241138,2022-12-10,2022-12-10 15:56:00,CUST_043764,Premium,PROD_0427,Books & Media,West,Phone Orders,2,54.87,21.2,109.75
TXN_00469671,2023-11-10,2023-11-10 13:54:00,CUST_045318,Premium,PROD_0335,Sports & Outdoors,Central,Online,1,248.35,0.0,248.35
TXN_00382378,2023-07-17,2023-07-17 09:56:00,CUST_048482,Standard,PROD_0285,Home & Garden,South,Mobile App,1,273.94,0.0,273.94
TXN_00466288,2023-11-07,2023-11-07 22:46:00,CUST_032828,Standard,PROD_0112,Clothing,South,Online,1,79.95,0.0,79.95
TXN_00634106,2024-06-28,2024-06-28 22:08:00,CUST_014657,Standard,PROD_0034,Electronics,Central,Mobile App,3,130.4,0.0,391.2
TXN_00788478,2024-12-26,2024-12-26 21:00:00,CUST_013392,Standard,PROD_0371,Sports & Outdoors,South,Phone Orders,1,689.07,0.0,689.07
TXN_00240574,2022-12-09,2022-12-09 22:01:00,CUST_020286,Standard,PROD_0233,Home & Garden,West,Online,1,418.49,0.0,418.49
TXN_00650866,2024-07-25,2024-07-25 08:31:00,CUST_001296,Standard,PROD_0037,Electronics,South,Mobile App,1,1871.93,9.8,1871.93
TXN_00015881,2022-02-10,2022-02-10 15:03:00,CUST_021364,Standard,PROD_0407,Books & Media,West,Mobile App,2,11.77,0.0,23.54
TXN_00468533,2023-11-09,2023-11-09 18:07:00,CUST_001897,Standard,PROD_0086,Electronics,North,Retail Store,1,1449.94,0.0,1449.94
TXN_00043616,2022-03-30,2022-03-30 09:10:00,CUST_031051,Standard,PROD_0429,Books & Media,Central,Online,1,97.0,0.0,97.0
TXN_00737220,2024-11-13,2024-11-13 19:10:00,CUST_007265,Standard,PROD_0385,Sports & Outdoors,South,Mobile App,1,190.93,19.6,190.93
TXN_00708628,2024-10-14,2024-10-14 19:14:00,CUST_006469,Premium,PROD_0290,Home & Garden,East,Retail Store,1,104.27,0.0,104.27
TXN_00396376,2023-08-08,2023-08-08 18:29:00,CUST_003137,Premium,PROD_0295,Home & Garden,East,Retail Store,1,527.0,0.0,527.0
TXN_00559118,2024-03-11,2024-03-11 08:20:00,CUST_023475,Premium,PROD_0337,Sports & Outdoors,North,Retail Store,3,140.18,0.0,420.54
TXN_00766149,2024-12-07,2024-12-07 09:23:00,CUST_026254,Premium,PROD_0139,Clothing,Central,Online,1,162.3,9.6,162.3
TXN_00263311,2022-12-29,2022-12-29 14:24:00,CUST_023846,Standard,PROD_0493,Books & Media,Central,Online,2,74.5,0.0,149.0
TXN_00178544,2022-10-12,2022-10-12 21:55:00,CUST_026781,Premium,PROD_0497,Books & Media,West,Mobile App,1,59.6,0.0,59.6
TXN_00190340,2022-10-27,2022-10-27 15:38:00,CUST_033248,Standard,PROD_0042,Electronics,West,Online,1,787.09,0.0,787.09
TXN_00398498,2023-08-11,2023-08-11 11:16:00,CUST_027647,Budget,PROD_0372,Sports & Outdoors,Central,Phone Orders,1,355.57,8.7,355.57
TXN_00373544_DUP,2023-07-03,2023-07-03 16:20:00,CUST_022036,Standard,PROD_0404,Books & Media,North,Online,1,27.61,0.0,27.61
TXN_00255784,2022-12-23,2022-12-23 20:01:00,CUST_024474,Standard,PROD_0060,Electronics,East,Online,1,750.64,0.0,750.64
TXN_00584865,2024-04-17,2024-04-17 13:42:00,CUST_042188,Standard,PROD_0408,Books & Media,East,Phone Orders,1,21.83,0.0,21.83
TXN_00059788,2022-04-21,2022-04-21 09:22:00,CUST_047062,Standard,PROD_0350,Sports & Outdoors,North,Online,1,469.81,0.0,469.81
TXN_00505728,2023-12-12,2023-12-12 07:43:00,CUST_017945,Standard,PROD_0345,Sports & Outdoors,Central,Retail Store,1,376.63,0.0,376.63
TXN_00143152,2022-08-24,2022-08-24 08:20:00,CUST_021861,Standard,PROD_0160,Clothing,West,Phone Orders,1,338.84,0.0,338.84
TXN_00090184,2022-06-02,2022-06-02 19:34:00,CUST_026509,Budget,PROD_0017,Electronics,Central,Mobile App,1,1841.58,0.0,1841.58
TXN_00714883,2024-10-22,2024-10-22 07:39:00,CUST_023822,Standard,PROD_0285,Home & Garden,West,Retail Store,3,273.94,0.0,821.82
TXN_00679098,2024-09-06,2024-09-06 12:09:00,CUST_032515,Standard,PROD_0044,Electronics,North,Mobile App,1,1498.56,0.0,1498.56
TXN_00374460,2023-07-04,2023-07-04 10:30:00,CUST_007486,Standard,PROD_0285,Home & Garden,East,Retail Store,1,273.94,0.0,273.94
TXN_00084187,2022-05-25,2022-05-25 08:06:00,CUST_034526,Standard,PROD_0449,Books & Media,East,Phone Orders,1,101.52,0.0,101.52
TXN_00233507,2022-12-04,2022-12-04 20:34:00,CUST_016618,Premium,PROD_0410,Books & Media,East,Phone Orders,1,63.1,0.0,63.1
TXN_00792491,2024-12-31,2024-12-31 17:35:00,CUST_009945,Budget,PROD_0333,Sports & Outdoors,West,Online,3,682.08,0.0,2046.24
TXN_00466735,2023-11-08,2023-11-08 10:02:00,CUST_032841,Standard,PROD_0105,Clothing,East,Retail Store,1,103.9,0.0,103.9
TXN_00746993,2024-11-21,2024-11-21 18:44:00,CUST_040749,Standard,PROD_0195,Clothing,East,Retail Store,1,59.67,0.0,59.67
TXN_00173942,2022-10-06,2022-10-06 10:53:00,CUST_005299,Standard,PROD_0247,Home & Garden,North,Online,3,114.42,13.6,343.25
TXN_00419004,2023-09-11,2023-09-11 06:26:00,CUST_011659,Standard,PROD_0144,Clothing,East,Mobile App,1,234.62,0.0,234.62
TXN_00186649,2022-10-21,2022-10-21 17:19:00,CUST_005201,Standard,PROD_0306,Sports & Outdoors,West,Phone Orders,1,136.62,0.0,136.62
TXN_00200720,2022-11-06,2022-11-06 10:58:00,CUST_005051,Standard,PROD_0004,Electronics,South,Phone Orders,1,2089.26,0.0,2089.26
TXN_00410567,2023-08-31,2023-08-31 16:06:00,CUST_013274,Budget,PROD_0080,Electronics,East,Mobile App,2,813.76,0.0,1627.52
TXN_00674959,2024-09-01,2024-09-01 20:46:00,CUST_007413,Premium,PROD_0376,Sports & Outdoors,North,Retail Store,1,83.64,0.0,83.64
TXN_00358600_DUP,2023-06-09,2023-06-09 11:05:00,CUST_024450,Standard,PROD_0098,Electronics,North,Retail Store,1,1558.24,0.0,1558.24
TXN_00202145,2022-11-08,2022-11-08 12:10:00,CUST_043325,Budget,PROD_0033,Electronics,East,Retail Store,1,2172.28,0.0,2172.28
TXN_00310133,2023-03-30,2023-03-30 07:04:00,CUST_039443,Budget,PROD_0484,Books & Media,north,Online,1,26.85,0.0,26.85
TXN_00362318,2023-06-15,2023-06-15 09:29:00,CUST_032628,Standard,PROD_0466,Books & Media,East,Phone Orders,1,13.39,0.0,13.39
TXN_00324448,2023-04-20,2023-04-20 11:08:00,CUST_031565,Standard,PROD_0293,Home & Garden,Central,Phone Orders,8,213.36,0.0,1706.88
TXN_00258377,2022-12-25,2022-12-25 07:33:00,CUST_020143,Standard,PROD_0499,Books & Media,East,Phone Orders,1,5.35,0.0,5.35
TXN_00695904,2024-09-28,2024-09-28 09:54:00,CUST_036912,Budget,PROD_0169,Clothing,Central,Retail Store,1,317.71,0.0,317.71
TXN_00254838,2022-12-22,2022-12-22 10:50:00,CUST_038077,Budget,PROD_0127,Clothing,North,Mobile App,1,202.2,18.9,202.2
TXN_00594264,2024-05-01,2024-05-01 07:51:00,CUST_023206,Standard,PROD_0318,Sports & Outdoors,West,Retail Store,1,580.17,0.0,580.17
TXN_00245244,2022-12-14,2022-12-14 10:24:00,CUST_035450,Budget,PROD_0465,Books & Media,West,Phone Orders,1,35.88,0.0,35.88
TXN_00589712,2024-04-25,2024-04-25 11:47:00,CUST_045812,Budget,PROD_0159,Clothing,North,Retail Store,1,105.68,0.0,105.68
TXN_00494686,2023-12-01,2023-12-01 09:48:00,CUST_007311,Standard,PROD_0420,Books & Media,Central,Retail Store,1,34.91,0.0,34.91
TXN_00716653,2024-10-24,2024-10-24 08:39:00,CUST_010418,Budget,PROD_0460,Books & Media,Central,Phone Orders,1,47.82,0.0,47.82
TXN_00398119,2023-08-10,2023-08-10 22:29:00,CUST_048983,Budget,PROD_0356,Sports & Outdoors,West,Online,1,589.38,0.0,589.38
TXN_00093797,2022-06-08,2022-06-08 08:09:00,CUST_002128,Standard,PROD_0255,Home & Garden,West,Online,1,362.8,0.0,362.8
TXN_00695337,2024-09-27,2024-09-27 19:49:00,CUST_036145,Standard,PROD_0497,Books & Media,Central,Online,2,59.6,0.0,119.2
TXN_00217462,2022-11-20,2022-11-20 11:53:00,CUST_007156,Standard,PROD_0299,Home & Garden,West,Online,1,67.07,0.0,67.07
TXN_00234968,2022-12-06,2022-12-06 18:58:00,CUST_049604,Budget,PROD_0183,Clothing,North,Mobile App,3,31.93,24.8,95.8
TXN_00155945,2022-09-12,2022-09-12 22:37:00,CUST_002257,Standard,PROD_0122,Clothing,Central,Online,1,308.11,0.0,308.11
TXN_00630427,2024-06-22,2024-06-22 07:47:00,CUST_001322,Standard,PROD_0193,Clothing,North,Phone Orders,1,21.08,0.0,21.08
TXN_00208955,2022-11-13,2022-11-13 06:10:00,CUST_045852,Standard,PROD_0429,Books & Media,South,Online,1,97.0,0.0,97.0
TXN_00309751,2023-03-30,2023-03-30 12:58:00,CUST_042696,Premium,PROD_0072,Electronics,East,Online,1,920.06,0.0,920.06
TXN_00258103,2022-12-25,2022-12-25 22:00:00,CUST_030219,Premium,PROD_0244,Home & Garden,West,Retail Store,3,396.1,0.0,1188.3
TXN_00046820,2022-04-03,2022-04-03 08:16:00,CUST_019834,Budget,PROD_0460,Books & Media,South,Online,1,47.82,0.0,47.82
TXN_00740914,2024-11-15,2024-11-15 14:49:00,CUST_026500,Standard,PROD_0130,Clothing,West,Mobile App,1,230.59,0.0,230.59
TXN_00491145,2023-11-29,2023-11-29 19:22:00,CUST_046593,Standard,PROD_0018,Electronics,North,Phone Orders,1,223.0,0.0,223.0
TXN_00499693,2023-12-06,2023-12-06 07:32:00,CUST_023923,Standard,PROD_0428,Books & Media,Central,Phone Orders,1,49.48,0.0,49.48
TXN_00296424,2023-03-11,2023-03-11 10:59:00,CUST_033164,Budget,PROD_0382,Sports & Outdoors,East,Phone Orders,1,451.23,0.0,451.23
TXN_00375008,2023-07-05,2023-07-05 13:48:00,CUST_024999,Budget,PROD_0182,Clothing,South,Mobile App,3,21.84,0.0,65.52
TXN_00508566,2023-12-14,2023-12-14 16:54:00,CUST_013373,Budget,PROD_0311,Sports & Outdoors,West,Online,1,381.52,0.0,381.52
TXN_00106624,2022-06-28,2022-06-28 18:34:00,CUST_020124,Standard,PROD_0469,Books & Media,East,Retail Store,1,11.42,20.1,11.42
TXN_00423937,2023-09-18,2023-09-18 22:23:00,CUST_023150,Standard,PROD_0220,Home & Garden,East,Online,2,333.76,0.0,667.52
TXN_00560940,2024-03-14,2024-03-14 06:55:00,CUST_018748,Standard,PROD_0044,Electronics,West,Phone Orders,1,1498.56,0.0,1498.56
TXN_00337983,2023-05-10,2023-05-10 12:38:00,CUST_004018,Standard,PROD_0390,Sports & Outdoors,CENTRAL,Mobile App,2,168.65,0.0,337.3
TXN_00198841,2022-11-04,2022-11-04 07:01:00,CUST_002741,Standard,PROD_0299,Home & Garden,West,Online,1,67.07,0.0,67.07
TXN_00592021,2024-04-27,2024-04-27 17:32:00,CUST_003437,Standard,PROD_0179,Clothing,North,Retail Store,1,19.86,14.7,19.86
TXN_00560640,2024-03-13,2024-03-13 17:57:00,CUST_047569,Budget,PROD_0271,Home & Garden,South,Phone Orders,1,144.84,0.0,144.84
TXN_00685740,2024-09-16,2024-09-16 22:10:00,CUST_045306,Standard,PROD_0041,Electronics,South,Phone Orders,2,621.62,0.0,1243.24
TXN_00437985,2023-10-05,2023-10-05 20:07:00,,Premium,PROD_0159,Clothing,South,Online,1,105.68,0.0,105.68
TXN_00599603,2024-05-08,2024-05-08 11:53:00,CUST_013273,Standard,PROD_0046,Electronics,Central,Phone Orders,1,1948.96,0.0,1948.96
TXN_00537404,2024-01-23,2024-01-23 17:56:00,CUST_025673,Standard,PROD_0470,Books & Media,West,Phone Orders,1,37.16,0.0,37.16
TXN_00232967,2022-12-03,2022-12-03 17:26:00,CUST_046373,Standard,PROD_0004,Electronics,Central,Mobile App,1,2089.26,0.0,2089.26
TXN_00141887,2022-08-23,2022-08-23 15:21:00,CUST_008825,Budget,PROD_0218,Home & Garden,West,Phone Orders,9,32.99,0.0,296.91
TXN_00071456,2022-05-07,2022-05-07 14:30:00,CUST_029851,Standard,PROD_0349,Sports & Outdoors,West,Mobile App,1,222.93,19.1,222.93
TXN_00777952,2024-12-18,2024-12-18 11:20:00,CUST_042121,Premium,PROD_0398,Sports & Outdoors,Central,Mobile App,1,395.77,0.0,395.77
TXN_00730226,2024-11-07,2024-11-07 17:40:00,CUST_049809,Budget,PROD_0149,Clothing,South,Mobile App,2,40.18,19.9,80.35
TXN_00212296,2022-11-16,2022-11-16 18:07:00,CUST_027014,Premium,PROD_0294,Home & Garden,West,Retail Store,1,416.91,0.0,416.91
TXN_00393803,2023-08-04,2023-08-04 06:35:00,CUST_018771,Budget,PROD_0052,Electronics,West,Mobile App,3,761.37,0.0,2284.11
TXN_00411209,2023-09-01,2023-09-01 06:29:00,CUST_006319,Budget,PROD_0118,Clothing,North,Online,3,293.24,0.0,879.72
TXN_00414378,2023-09-05,2023-09-05 18:01:00,CUST_024110,Budget,PROD_0476,Books & Media,Central,Retail Store,1,45.76,0.0,45.76
TXN_00154828,2022-09-10,2022-09-10 14:29:00,CUST_036499,Standard,PROD_0268,Home & Garden,North,Mobile App,1,428.82,0.0,428.82
TXN_00519695,2023-12-24,2023-12-24 08:26:00,CUST_032104,Standard,PROD_0092,Electronics,East,Retail Store,2,687.41,0.0,1374.82
TXN_00658669,2024-08-07,2024-08-07 15:44:00,CUST_031195,Budget,PROD_0076,Electronics,East,Online,1,1188.29,0.0,1188.29
TXN_00361564,2023-06-14,2023-06-14 12:22:00,CUST_023793,Budget,PROD_0202,Home & Garden,East,Online,1,74.2,0.0,74.2
TXN_00409781,2023-08-30,2023-08-30 19:59:00,CUST_008857,Standard,PROD_0027,Electronics,South,Mobile App,1,1373.77,0.0,1373.77
TXN_00113705,2022-07-09,2022-07-09 12:36:00,CUST_025690,Standard,PROD_0076,Electronics,South,Mobile App,2,1188.29,0.0,2376.58
TXN_00229905,2022-12-01,2022-12-01 13:58:00,CUST_002536,Premium,PROD_0499,Books & Media,North,Retail Store,3,4.52,15.6,13.55
TXN_00784744,2024-12-24,2024-12-24 17:02:00,CUST_045099,Standard,PROD_0115,Clothing,East,Retail Store,1,172.05,0.0,172.05
TXN_00734020,2024-11-10,2024-11-10 16:45:00,CUST_030775,Budget,PROD_0178,Clothing,West,Online,3,121.2,0.0,363.6
TXN_00648052,2024-07-21,2024-07-21 06:45:00,CUST_044337,Budget,PROD_0332,Sports & Outdoors,East,Mobile App,1,394.36,0.0,394.36
TXN_00151030,2022-09-06,2022-09-06 12:43:00,CUST_007771,Premium,PROD_0375,Sports & Outdoors,Central,Mobile App,1,113.15,14.5,113.15
TXN_00609365,2024-05-22,2024-05-22 15:23:00,CUST_025223,Standard,PROD_0356,Sports & Outdoors,West,Online,1,589.38,0.0,589.38
TXN_00546732,2024-02-16,2024-02-16 20:55:00,CUST_019073,Premium,PROD_0466,Books & Media,West,Phone Orders,2,13.39,0.0,26.78
TXN_00312585,2023-04-03,2023-04-03 19:13:00,CUST_042694,Budget,PROD_0351,Sports & Outdoors,North,Retail Store,1,49.93,0.0,49.93
TXN_00497179,2023-12-04,2023-12-04 16:06:00,CUST_030340,Standard,PROD_0367,Sports & Outdoors,North,Mobile App,2,257.98,0.0,515.96
TXN_00600943,2024-05-10,2024-05-10 17:12:00,CUST_042508,Standard,PROD_0091,Electronics,East,Phone Orders,1,1293.47,0.0,1293.47
TXN_00216448,2022-11-19,2022-11-19 12:23:00,CUST_014453,Standard,PROD_0119,Clothing,Central,Phone Orders,3,35.5,0.0,106.5
TXN_00549875,2024-02-26,2024-02-26 18:37:00,CUST_042598,Standard,PROD_0265,Home & Garden,West,Retail Store,3,240.59,0.0,721.77
TXN_00506018,2023-12-12,2023-12-12 11:22:00,CUST_049779,Standard,PROD_0324,Sports & Outdoors,South,Online,1,477.08,21.5,477.08
TXN_00616899,2024-06-02,2024-06-02 08:39:00,CUST_013553,Budget,PROD_0453,Books & Media,South,Retail Store,1,32.11,0.0,32.11
TXN_00400171,2023-08-14,2023-08-14 22:38:00,CUST_020081,Standard,PROD_0457,Books & Media,East,Online,1,45.12,11.1,45.12
TXN_00255146,2022-12-22,2022-12-22 19:56:00,CUST_031358,Budget,PROD_0254,Home & Garden,North,Retail Store,3,512.02,0.0,1536.06
TXN_00122772,2022-07-24,2022-07-24 12:00:00,CUST_004605,Standard,PROD_0446,Books & Media,West,Mobile App,1,42.88,0.0,42.88
TXN_00715443,2024-10-23,2024-10-23 17:03:00,CUST_016459,Standard,PROD_0243,Home & Garden,West,Retail Store,1,279.36,0.0,279.36
TXN_00015522,2022-02-09,2022-02-09 17:39:00,CUST_023286,Standard,PROD_0476,Books & Media,Central,Mobile App,2,38.01,16.9,76.01
TXN_00248440,2022-12-16,2022-12-16 14:08:00,CUST_042725,Budget,PROD_0418,Books & Media,Central,Retail Store,1,67.78,0.0,67.78
TXN_00276582,2023-01-28,2023-01-28 10:04:00,CUST_026144,Standard,PROD_0372,Sports & Outdoors,East,Online,1,389.29,0.0,389.29
TXN_00498063,2023-12-05,2023-12-05 17:49:00,CUST_005506,Standard,PROD_0214,Home & Garden,East,Retail Store,1,102.53,0.0,102.53
TXN_00332610,2023-05-02,2023-05-02 08:55:00,CUST_013589,Budget,PROD_0181,Clothing,East,Online,1,199.36,0.0,199.36
TXN_00463034,2023-11-03,2023-11-03 18:51:00,CUST_020855,Standard,PROD_0158,Clothing,Central,Mobile App,1,75.99,9.1,75.99
TXN_00785775,2024-12-25,2024-12-25 07:16:00,CUST_018131,Standard,PROD_0175,Clothing,West,Phone Orders,1,142.46,0.0,142.46
TXN_00253729,2022-12-21,2022-12-21 07:45:00,CUST_029193,Standard,PROD_0439,Books & Media,Central,Retail Store,1,5.16,0.0,5.16
TXN_00619185,2024-06-05,2024-06-05 12:23:00,CUST_013843,Budget,PROD_0033,Electronics,West,Retail Store,1,2172.28,0.0,2172.28
TXN_00501488,2023-12-07,2023-12-07 15:55:00,CUST_034307,Standard,PROD_0433,Books & Media,West,Mobile App,2,49.97,14.0,99.95
TXN_00037136,2022-03-21,2022-03-21 08:04:00,CUST_026114,Premium,PROD_0389,Sports & Outdoors,Central,Online,1,27.87,0.0,27.87
TXN_00389597,2023-07-28,2023-07-28 16:17:00,CUST_036346,Budget,PROD_0405,Books & Media,East,Phone Orders,1,62.18,0.0,62.18
TXN_00639172,2024-07-06,2024-07-06 17:05:00,CUST_012644,Budget,PROD_0077,Electronics,East,Retail Store,1,1203.16,0.0,1203.16
TXN_00612135,2024-05-26,2024-05-26 14:41:00,CUST_046353,Standard,PROD_0347,Sports & Outdoors,South,Retail Store,1,56.12,0.0,56.12
TXN_00091019,2022-06-03,2022-06-03 15:52:00,CUST_041121,Standard,PROD_0295,Home & Garden,West,Online,1,527.0,0.0,527.0
TXN_00159127,2022-09-16,2022-09-16 11:28:00,CUST_035461,Premium,PROD_0374,Sports & Outdoors,North,Phone Orders,5,179.23,0.0,896.15
TXN_00025968,2022-03-04,2022-03-04 08:55:00,CUST_012293,Budget,PROD_0272,Home & Garden,West,Retail Store,1,185.59,0.0,185.59
TXN_00690661,2024-09-21,2024-09-21 14:49:00,CUST_001997,Budget,PROD_0211,Home & Garden,Central,Retail Store,3,288.66,0.0,865.98
TXN_00790954,2024-12-29,2024-12-29 16:46:00,CUST_049717,Standard,PROD_0271,Home & Garden,North,Online,2,144.84,0.0,289.68
TXN_00185834,2022-10-20,2022-10-20 10:21:00,CUST_016512,Standard,PROD_0416,Books & Media,East,Retail Store,1,83.86,0.0,83.86
TXN_00460244,2023-11-01,2023-11-01 10:13:00,CUST_011182,Premium,PROD_0079,Electronics,North,Online,1,1542.8,0.0,1542.8
TXN_00389065,2023-07-27,2023-07-27 08:54:00,CUST_046006,Standard,PROD_0407,Books & Media,Central,Online,2,9.68,17.8,19.36
TXN_00480257,2023-11-19,2023-11-19 13:18:00,CUST_021747,Standard,PROD_0191,Clothing,East,Phone Orders,2,44.36,21.1,88.73
TXN_00296724,2023-03-12,2023-03-12 07:16:00,CUST_022137,Standard,PROD_0318,Sports & Outdoors,East,Phone Orders,1,580.17,0.0,580.17
TXN_00744365,2024-11-19,2024-11-19 08:35:00,CUST_041576,Budget,PROD_0474,Books & Media,South,Retail Store,2,87.98,0.0,175.96
